1,0,30.83,0,1,1,10,1,1.25,0,0,01,1,1,00202,0,1
2,1,58.67,4.46,1,1,9,2,3.04,0,0,06,1,1,00043,560,1
3,1,24.50,0.5,1,1,9,2,1.5,0,1,0,1,1,00280,824,1
4,0,27.83,1.54,1,1,10,1,3.75,0,0,05,0,1,00100,3,1
5,0,20.17,5.625,1,1,10,1,1.71,0,1,0,1,3,00120,0,1
6,0,32.08,4,1,1,7,1,2.5,0,1,0,0,1,00360,0,1
7,0,33.17,1.04,1,1,8,2,6.5,0,1,0,0,1,00164,31285,1
8,1,22.92,11.585,1,1,3,1,0.04,0,1,0,1,1,00080,1349,1
9,0,54.42,0.5,2,2,6,2,3.96,0,1,0,1,1,00180,314,1
10,0,42.50,4.915,2,2,10,1,3.165,0,1,0,0,1,00052,1442,1
11,0,22.08,0.83,1,1,1,2,2.165,1,1,0,0,1,00128,0,1
12,0,29.92,1.835,1,1,1,2,4.335,0,1,0,1,1,00260,200,1
13,1,38.25,6,1,1,6,1,1,0,1,0,0,1,00000,0,1
14,0,48.08,6.04,1,1,6,1,0.04,1,1,0,1,1,00000,2690,1
15,1,45.83,10.5,1,1,9,1,5,0,0,07,0,1,00000,0,1
16,0,36.67,4.415,2,2,6,1,0.25,0,0,10,0,1,00320,0,1
17,0,28.25,0.875,1,1,7,1,0.96,0,0,03,0,1,00396,0,1
18,1,23.25,5.875,1,1,9,1,3.17,0,0,10,1,1,00120,245,1
19,0,21.83,0.25,1,1,2,2,0.665,0,1,0,0,1,00000,0,1
20,1,19.17,8.585,1,1,3,2,0.75,0,0,07,1,1,00096,0,1
21,0,25.00,11.25,1,1,1,1,2.5,0,0,17,1,1,00200,1208,1
22,0,23.25,1,1,1,1,1,0.835,0,1,0,1,3,00300,0,1
23,1,47.75,8,1,1,1,1,7.875,0,0,06,0,1,00000,1260,1
24,1,27.42,14.5,1,1,11,2,3.085,0,0,01,1,1,00120,11,1
25,1,41.17,6.5,1,1,9,1,0.5,0,0,03,0,1,00145,0,1
26,1,15.83,0.585,1,1,1,2,1.5,0,0,02,1,1,00100,0,1
27,1,47.00,13,1,1,4,3,5.165,0,0,09,0,1,00000,0,1
28,0,56.58,18.5,1,1,2,3,15,0,0,17,0,1,00000,0,1
29,0,57.42,8.5,1,1,12,2,7,0,0,03,1,1,00000,0,1
30,0,42.08,1.04,1,1,10,1,5,0,0,06,0,1,00500,10000,1
31,0,29.25,14.79,1,1,13,1,5.04,0,0,05,0,1,00168,0,1
32,0,42.00,9.79,1,1,11,2,7.96,0,0,08,1,1,00000,0,1
33,0,49.50,7.585,1,1,4,3,7.585,0,0,15,0,1,00000,5000,1
34,1,36.75,5.125,1,1,12,1,5,0,1,0,0,1,00000,4000,1
35,1,22.58,10.75,1,1,9,1,0.415,0,0,05,0,1,00000,560,1
36,0,27.83,1.5,1,1,10,1,2,0,0,11,0,1,00434,35,1
37,0,27.25,1.585,1,1,3,2,1.835,0,0,12,0,1,00583,713,1
38,1,23.00,11.75,1,1,11,2,0.5,0,0,02,0,1,00300,551,1
39,0,27.75,0.585,2,2,3,1,0.25,0,0,02,1,1,00260,500,1
40,0,54.58,9.415,1,1,14,8,14.415,0,0,11,0,1,00030,300,1
41,0,34.17,9.17,1,1,1,1,4.5,0,0,12,0,1,00000,221,1
42,0,28.92,15,1,1,1,2,5.335,0,0,11,1,1,00000,2283,1
43,0,29.67,1.415,1,1,10,2,0.75,0,0,01,1,1,00240,100,1
44,0,39.58,13.915,1,1,10,1,8.625,0,0,06,0,1,00070,0,1
45,0,56.42,28,2,2,1,1,28.5,0,0,40,1,1,00000,15,1
46,0,54.33,6.75,1,1,1,2,2.625,0,0,11,0,1,00000,284,1
47,1,41.00,2.04,2,2,9,2,0.125,0,0,23,0,1,00455,1236,1
48,0,31.92,4.46,1,1,3,2,6.04,0,0,03,1,1,00311,300,1
49,0,41.50,1.54,1,1,4,3,3.5,1,1,0,1,1,00216,0,1
50,0,23.92,0.665,1,1,1,1,0.165,1,1,0,1,1,00100,0,1
51,1,25.75,0.5,1,1,1,2,0.875,0,1,0,0,1,00491,0,1
52,0,26.00,1,1,1,9,1,1.75,0,1,0,0,1,00280,0,1
53,0,37.42,2.04,1,1,10,1,0.04,0,1,0,0,1,00400,5800,1
54,0,34.92,2.5,1,1,10,1,0,0,1,0,0,1,00239,200,1
55,0,34.25,3,1,1,3,2,7.415,0,1,0,0,1,00000,0,1
56,0,23.33,11.625,2,2,10,1,0.835,0,1,0,0,1,00160,300,1
57,0,23.17,0,1,1,3,1,0.085,0,1,0,1,1,00000,0,1
58,0,44.33,0.5,1,1,4,2,5,0,1,0,0,1,00320,0,1
59,0,35.17,4.5,1,1,11,2,5.75,1,1,0,0,3,00711,0,1
60,0,43.25,3,1,1,9,2,6,0,0,11,1,1,00080,0,1
61,0,56.75,12.25,1,1,7,1,1.25,0,0,04,0,1,00200,0,1
62,0,31.67,16.165,1,1,2,1,3,0,0,09,1,1,00250,730,1
63,1,23.42,0.79,2,2,9,1,1.5,0,0,02,0,1,00080,400,1
64,1,20.42,0.835,1,1,9,1,1.585,0,0,01,1,1,00000,0,1
65,0,26.67,4.25,1,1,3,1,4.29,0,0,01,0,1,00120,0,1
66,0,34.17,1.54,1,1,3,1,1.54,0,0,01,0,1,00520,50000,1
67,1,36.00,1,1,1,1,1,2,0,0,11,1,1,00000,456,1
68,0,25.50,0.375,1,1,7,1,0.25,0,0,03,1,1,00260,15108,1
69,0,19.42,6.5,1,1,10,2,1.46,0,0,07,1,1,00080,2954,1
70,0,35.17,25.125,1,1,11,2,1.625,0,0,01,0,1,00515,500,1
71,0,32.33,7.5,1,1,12,3,1.585,0,1,0,0,3,00420,0,0
72,0,34.83,4,1,1,2,3,12.5,0,1,0,0,1,?,0,0
73,1,38.58,5,1,1,3,1,13.5,0,1,0,0,1,00980,0,0
74,0,44.25,0.5,1,1,7,1,10.75,0,1,0,1,3,00400,0,0
75,0,44.83,7,2,2,1,1,1.625,1,1,0,1,1,00160,2,0
76,0,20.67,5.29,1,1,9,1,0.375,0,0,01,1,1,00160,0,0
